filename,type,original_size(byte),algorithm,time_cost(s),compressed_size(byte),ratio
410.txt,text,1067,huffman,0.00012969970703125,821,0.7694470477975632
411.txt,text,1531,huffman,0.00011658668518066406,1128,0.736773350751143
412.txt,text,2045,huffman,0.00011467933654785156,1387,0.678239608801956
413.txt,text,2674,huffman,0.000141143798828125,1735,0.6488406881077038
414.txt,text,2194,huffman,0.00012063980102539062,1484,0.6763901549680948
415.txt,text,2330,huffman,0.00012254714965820312,1595,0.6845493562231759
416.txt,text,2196,huffman,0.00011301040649414062,1447,0.6589253187613844
417.txt,text,1602,huffman,0.00011086463928222656,1167,0.7284644194756554
418.txt,text,853,huffman,7.891654968261719e-05,666,0.7807737397420867
419.txt,text,1418,huffman,9.72747802734375e-05,1009,0.7115655853314528
420.txt,text,1447,huffman,0.00010943412780761719,1062,0.7339322736696614
421.txt,text,2300,huffman,0.00010824203491210938,1494,0.6495652173913044
422.txt,text,1350,huffman,0.00010156631469726562,999,0.74
423.txt,text,1500,huffman,9.465217590332031e-05,1046,0.6973333333333334
424.txt,text,2179,huffman,0.00011014938354492188,1447,0.664066085360257
425.txt,text,1479,huffman,0.00010323524475097656,1052,0.711291413116971
426.txt,text,2496,huffman,0.00011706352233886719,1620,0.6490384615384616
427.txt,text,1785,huffman,0.00010704994201660156,1239,0.6941176470588235
428.txt,text,3413,huffman,0.00017595291137695312,2200,0.6445941986522121
429.txt,text,1714,huffman,0.00010895729064941406,1200,0.7001166861143524
430.txt,text,2401,huffman,0.00015306472778320312,1590,0.6622240733027905
431.txt,text,1045,huffman,6.818771362304688e-05,744,0.7119617224880382
432.txt,text,1105,huffman,6.866455078125e-05,786,0.7113122171945702
433.txt,text,1013,huffman,8.225440979003906e-05,741,0.7314906219151036
434.txt,text,3566,huffman,0.00016617774963378906,2237,0.6273135165451487
435.txt,text,2619,huffman,0.00014019012451171875,1738,0.6636120656739214
436.txt,text,1760,huffman,9.560585021972656e-05,1182,0.6715909090909091
437.txt,text,2746,huffman,0.00014901161193847656,1783,0.6493080844865259
438.txt,text,3127,huffman,0.00013303756713867188,1983,0.6341541413495363
439.txt,text,1377,huffman,9.322166442871094e-05,989,0.7182280319535221
440.txt,text,2422,huffman,0.00015425682067871094,1626,0.671345995045417
441.txt,text,1938,huffman,0.000133514404296875,1343,0.6929824561403509
